filename,EN,MI,SF,AG,SD,CC,SCD,VIF,MSE,PSNR,Qabf,Nabf,SSIM,MS_SSIM
01090N.png,6.638,3.982,9.078,3.179,30.065,0.64,1.833,0.994,0.015,66.438,0.663,0.016,1.006,1.076
01094N.png,6.706,3.85,11.848,3.748,45.583,0.623,1.622,1.021,0.019,65.291,0.66,0.023,0.999,1.051
01098N.png,6.902,4.44,11.117,3.69,43.873,0.556,1.708,1.098,0.022,64.761,0.698,0.022,0.991,1.045
01102N.png,6.25,3.603,10.892,3.308,31.929,0.738,1.681,1.068,0.009,68.624,0.677,0.019,1.013,1.085
01106N.png,5.701,3.342,10.056,2.48,28.612,0.642,1.612,1.113,0.007,69.669,0.68,0.012,0.984,1.064
01110N.png,6.488,4.184,10.019,2.782,46.095,0.568,1.489,1.172,0.021,64.855,0.697,0.012,0.967,1.02
01114N.png,6.86,4.482,12.443,3.6,49.558,0.516,1.744,1.152,0.028,63.627,0.72,0.015,0.977,1.047
01118N.png,6.061,3.631,9.357,2.492,35.656,0.672,1.756,1.223,0.011,67.76,0.678,0.013,0.998,1.095
01122N.png,5.897,3.571,9.159,2.321,43.837,0.704,1.753,1.192,0.015,66.393,0.678,0.01,0.987,1.094
01126N.png,6.345,3.834,11.383,3.183,60.591,0.78,1.317,1.037,0.027,63.809,0.644,0.024,1.007,1.109
01130N.png,6.226,4.075,9.298,2.64,37.14,0.647,1.607,1.067,0.013,66.894,0.683,0.017,0.971,1.052
01135N.png,6.303,4.347,6.801,2.06,29.987,0.424,1.716,1.156,0.011,67.629,0.666,0.014,0.96,0.952
01139N.png,5.885,3.74,8.007,2.279,28.95,0.618,1.844,1.13,0.008,69.063,0.669,0.013,1.008,1.082
01144N.png,6.346,4.276,9.597,2.567,37.708,0.569,1.653,1.196,0.015,66.303,0.718,0.008,0.955,1.043
01148N.png,6.538,4.321,8.365,2.678,36.047,0.501,1.613,1.108,0.017,65.755,0.667,0.017,0.948,0.814
01152N.png,6.689,4.651,9.846,2.998,43.806,0.512,1.245,1.015,0.023,64.59,0.678,0.018,0.946,0.969
01158N.png,7.003,4.715,10.052,3.358,42.812,0.578,1.445,0.947,0.023,64.43,0.63,0.025,0.956,0.962
01162N.png,6.774,4.61,11.977,3.482,52.853,0.482,1.3,0.991,0.031,63.149,0.708,0.013,0.955,0.962
01166N.png,6.007,3.585,9.666,2.602,30.477,0.572,1.849,1.064,0.01,68.206,0.66,0.012,0.957,0.979
01170N.png,5.677,3.307,8.06,2.204,28.194,0.594,1.7,1.003,0.007,69.508,0.632,0.011,0.957,0.965
01174N.png,6.473,3.66,8.171,2.758,36.587,0.582,1.704,1.058,0.013,66.931,0.626,0.019,0.974,0.989
01178N.png,6.936,5.289,9.924,3.18,59.445,0.555,1.565,1.018,0.044,61.717,0.741,0.017,0.924,0.96
01182N.png,5.78,3.54,7.633,2.105,28.653,0.552,1.616,1.1,0.008,68.892,0.66,0.006,0.948,0.998
01186N.png,6.322,4.311,6.415,2.228,27.271,0.429,1.773,1.169,0.01,67.975,0.663,0.016,0.967,0.959
01190N.png,6.262,4.411,6.865,2.18,28.63,0.508,1.889,1.233,0.01,67.933,0.679,0.013,0.966,1.004
01194N.png,6.182,3.991,6.09,2.136,30.162,0.54,1.79,1.191,0.011,67.886,0.628,0.021,1.015,1.135
01198N.png,5.558,3.196,6.902,1.995,20.756,0.595,1.869,1.237,0.004,71.607,0.679,0.009,1.001,1.062
01202N.png,5.674,3.266,6.689,2.087,20.889,0.618,1.844,1.229,0.005,71.558,0.657,0.012,1.007,1.077
01206N.png,5.686,3.508,8.343,2.131,27.175,0.587,1.832,1.261,0.007,69.794,0.699,0.004,0.975,1.039
01210N.png,5.812,3.58,10.604,2.684,38.873,0.578,1.724,1.22,0.013,66.9,0.739,0.005,0.993,1.08
01214N.png,6.019,3.613,10.305,2.741,39.733,0.662,1.812,1.165,0.013,66.999,0.693,0.016,0.994,1.085
01218N.png,5.268,3.129,5.62,1.583,17.365,0.631,1.673,1.185,0.003,73.806,0.602,0.009,1.004,1.065
01222N.png,5.521,3.058,4.51,1.776,15.354,0.508,1.688,1.279,0.004,72.305,0.565,0.027,0.982,1.048
01226N.png,5.927,3.887,6.849,2.108,27.918,0.602,1.813,1.088,0.008,69.223,0.671,0.011,0.994,1.065
01230N.png,6.62,4.93,7.611,2.304,41.91,0.477,1.644,1.093,0.024,64.398,0.699,0.01,0.996,1.054
01234N.png,6.183,4.323,7.34,2.14,28.858,0.583,1.826,1.168,0.01,68.347,0.699,0.01,0.98,1.053
01238N.png,5.481,3.548,6.071,1.568,23.275,0.681,1.713,1.195,0.004,71.613,0.636,0.011,0.954,1.081
01242N.png,6.063,4.08,6.708,1.699,33.566,0.588,1.849,1.197,0.012,67.416,0.637,0.013,0.969,1.083
01246N.png,5.505,3.266,7.578,2.071,24.395,0.717,1.592,1.095,0.004,71.673,0.657,0.017,0.993,1.093
01250N.png,6.531,4.663,7.632,2.249,34.928,0.569,1.763,1.18,0.015,66.268,0.678,0.015,0.954,1.032
01254N.png,5.707,3.572,7.755,2.043,30.163,0.694,1.765,1.227,0.007,69.594,0.664,0.011,0.97,1.111
01258N.png,5.691,3.533,7.258,1.957,27.954,0.696,1.761,1.19,0.006,70.189,0.644,0.013,0.983,1.13
01262N.png,5.995,3.571,7.717,2.301,25.967,0.698,1.821,1.091,0.006,70.375,0.626,0.015,0.977,1.095
01266N.png,5.894,3.572,8.221,2.192,26.666,0.659,1.615,1.13,0.006,70.229,0.635,0.011,0.984,1.1
01270N.png,5.943,3.66,7.059,1.892,27.402,0.667,1.558,1.114,0.006,70.147,0.588,0.014,0.994,1.156
